Serial No.,College Name,Ranking Agency,Year,Rank
129,Galgotias University - [GU],Computer Applications,2024 Ranking,#30|  out of 167 in  |India 2024|#5th in Uttar Pradesh
129,Galgotias University - [GU],Computer Applications,2023 Ranking,#34|  out of 170 in  |India 2023|#5th in Uttar Pradesh
129,Galgotias University - [GU],Computer Applications,2022 Ranking,#37|  out of 149 in  |India 2022|#5th in Uttar Pradesh
129,Galgotias University - [GU],B.Tech,2024 Ranking,#56|  out of 284 in  |India 2024|#8th in Uttar Pradesh
129,Galgotias University - [GU],B.Tech,2023 Ranking,#31|  out of 246 in  |India 2023
129,Galgotias University - [GU],B.Tech,2022 Ranking,#36|  out of 238 in  |India 2022
129,Galgotias University - [GU],Hotel Management,2024 Ranking,#27|  out of 76 in  |India 2024|#3rd in Uttar Pradesh
129,Galgotias University - [GU],Hotel Management,2023 Ranking,#30|  out of 75 in  |India 2023|#4th in Uttar Pradesh
129,Galgotias University - [GU],Hotel Management,2022 Ranking,#33|  out of 70 in  |India 2022|#4th in Uttar Pradesh
129,Galgotias University - [GU],Mass Communications,2024 Ranking,#20|  out of 55 in  |India 2024|#3rd in Uttar Pradesh
129,Galgotias University - [GU],Mass Communications,2023 Ranking,#22|  out of 55 in  |India 2023|#3rd in Uttar Pradesh
129,Galgotias University - [GU],Mass Communications,2022 Ranking,#22|  out of 47 in  |India 2022|#3rd in Uttar Pradesh
129,Galgotias University - [GU],Science,2024 Ranking,#70|  out of 211 in  |India 2024|#3rd in Uttar Pradesh
129,Galgotias University - [GU],Science,2023 Ranking,#72|  out of 197 in  |India 2023|#3rd in Uttar Pradesh
129,Galgotias University - [GU],Science,2022 Ranking,#75|  out of 186 in  |India 2022|#3rd in Uttar Pradesh
130,Nirma University,Overall,2024 Ranking,#10|  out of 73 in  |India 2024
130,Nirma University,Overall,2023 Ranking,#7|  out of 69 in  |India 2023
130,Nirma University,Overall,2022 Ranking,#6|  out of 62 in  |India 2022
130,Nirma University,B.Tech,2024 Ranking,#39|  out of 284 in  |India 2024|#1st in Ahmedabad
130,Nirma University,B.Tech,2023 Ranking,-
130,Nirma University,B.Tech,2022 Ranking,-
130,Nirma University,MBA,2024 Ranking,#35|  out of 275 in  |India 2024|#2nd in Ahmedabad
130,Nirma University,MBA,2023 Ranking,-
130,Nirma University,MBA,2022 Ranking,-
131,REVA University,Times Higher Education Ranking,2024,150121
131,REVA University,Outlook Ranking,2024,79th
131,REVA University,IIRF (Overall),2023,8th among Top 100
131,REVA University,IIRF (Technical),2023,10th
131,REVA University,"IIRF (Arts, Science & Humanities)",2023,12th
131,REVA University,IIRF (Business School Under University Programmes in India),2023,27th among Top 45
131,REVA University,IIRF (South Zone),2023,9th
131,REVA University,GHRDC Rankings Overall (BCA),2023,1st
131,REVA University,GHRDC Rankings Overall (MCA),2023,1st
131,REVA University,GHRDC Rankings Overall (Law),2023,3rd
131,REVA University,GHRDC Rankings Overall (Architecture),2023,4th
131,REVA University,GHRDC Rankings Overall (BBA),2023,6th
131,REVA University,GHRDC Rankings South Region (BCA),2023,1st
131,REVA University,GHRDC Rankings South Region (MCA),2023,1st
131,REVA University,GHRDC Rankings South Region (Law),2023,7th
131,REVA University,GHRDC Rankings South Region (Architecture),2023,2nd
131,REVA University,GHRDC Rankings South Region (BBA),2023,4th
131,REVA University,GHRDC Rankings Karnataka (BCA),2023,1st
131,REVA University,GHRDC Rankings Karnataka (MCA),2023,1st
131,REVA University,GHRDC Rankings Karnataka (Architecture),2023,2nd
131,REVA University,GHRDC Rankings Karnataka (BBA),2023,3rd
131,REVA University,GHRDC Rankings Karnataka (Law),2023,6th
131,REVA University,CSR Law School Ranking,2023,Entered the Band of 'Outstanding Law School of Excellence'
131,REVA University,QS (Asian University Ranking),2023,6th among all the Private Universities of Karnataka
131,REVA University,QS (Asian University Ranking-Southern Asia),2023,47th
131,REVA University,Fortune India’s Best B-School (Bangalore City),2023,7th
131,REVA University,Fortune India’s Best B-School (South Zone),2023,23rd
131,REVA University,Fortune India’s Best B-School (Private Schools Pan India),2023,66th
131,REVA University,Fortune India’s Best B-School (Pan India),2023,92nd
131,REVA University,India Academia Ranking,2023,Under the Diamond Band: Institute of Excellence
132,Bennett University,Overall,2023 Ranking,#82|  out of 281 in  |India 2023|#10th in Uttar Pradesh
132,Bennett University,B.Tech,2023 Ranking,#52|  out of 246 in  |India 2023
133,Chitkara University - [CU],Overall,2024 Ranking,#14|  out of 73 in  |India 2024
133,Chitkara University - [CU],Overall,2023 Ranking,#15|  out of 69 in  |India 2023
133,Chitkara University - [CU],Overall,2022 Ranking,#14|  out of 62 in  |India 2022
133,Chitkara University - [CU],B.Tech,2024 Ranking,#39|  out of 253 in  |India 2024
133,Chitkara University - [CU],B.Tech,2023 Ranking,-
133,Chitkara University - [CU],B.Tech,2022 Ranking,-
134,Singhania University,No data found,No data found,No data found
135,Shiv Nadar University - [SNU],NIRF (Universities),2023,62 out of 100
135,Shiv Nadar University - [SNU],NIRF (Overall),2023,95 out of 100
135,Shiv Nadar University - [SNU],QS (Asian University Ranking),2023,301-350
135,Shiv Nadar University - [SNU],QS (Asian University Ranking- Southern Asia),2023,65
136,Harcourt Butler Technological University - [HBTU],Overall,2024 Ranking,-
136,Harcourt Butler Technological University - [HBTU],Overall,2023 Ranking,#23|  out of 281 in  |India 2023|#3rd in Uttar Pradesh
136,Harcourt Butler Technological University - [HBTU],Overall,2022 Ranking,-
136,Harcourt Butler Technological University - [HBTU],B.Tech,2024 Ranking,#23|  out of 284 in  |India 2024|#3rd in Uttar Pradesh
136,Harcourt Butler Technological University - [HBTU],B.Tech,2023 Ranking,#19|  out of 35 in  |India 2023
136,Harcourt Butler Technological University - [HBTU],B.Tech,2022 Ranking,#19|  out of 32 in  |India 2022
137,Jaipur National University - [JNU],Overall,2024 Ranking,#39|  out of 73 in  |India 2024
137,Jaipur National University - [JNU],Overall,2023 Ranking,#197|  out of 281 in  |India 2023|#9th in Rajasthan
137,Jaipur National University - [JNU],Overall,2021 Ranking,#59|  out of 146 in  |India 2021|#4th in Rajasthan
137,Jaipur National University - [JNU],Computer Applications,2024 Ranking,#90|  out of 167 in  |India 2024|#7th in Rajasthan
137,Jaipur National University - [JNU],Computer Applications,2023 Ranking,#92|  out of 170 in  |India 2023|#7th in Rajasthan
137,Jaipur National University - [JNU],Computer Applications,2021 Ranking,-
137,Jaipur National University - [JNU],B.Tech,2024 Ranking,#183|  out of 284 in  |India 2024|#9th in Rajasthan
137,Jaipur National University - [JNU],B.Tech,2023 Ranking,#164|  out of 246 in  |India 2023
137,Jaipur National University - [JNU],B.Tech,2021 Ranking,-
137,Jaipur National University - [JNU],Hotel Management,2024 Ranking,#56|  out of 76 in  |India 2024|#3rd in Rajasthan
137,Jaipur National University - [JNU],Hotel Management,2023 Ranking,#61|  out of 75 in  |India 2023|#2nd in Rajasthan
137,Jaipur National University - [JNU],Hotel Management,2021 Ranking,#44|  out of 67 in  |India 2021|#1st in Rajasthan
137,Jaipur National University - [JNU],Mass Communications,2024 Ranking,-
137,Jaipur National University - [JNU],Mass Communications,2023 Ranking,-
137,Jaipur National University - [JNU],Mass Communications,2021 Ranking,#38|  out of 47 in  |India 2021|#2nd in Rajasthan
137,Jaipur National University - [JNU],Science,2024 Ranking,#134|  out of 211 in  |India 2024|#6th in Rajasthan
137,Jaipur National University - [JNU],Science,2023 Ranking,#122|  out of 197 in  |India 2023|#6th in Rajasthan
137,Jaipur National University - [JNU],Science,2021 Ranking,#98|  out of 178 in  |India 2021|#4th in Rajasthan
137,Jaipur National University - [JNU],BCA,2024 Ranking,-
137,Jaipur National University - [JNU],BCA,2023 Ranking,-
137,Jaipur National University - [JNU],BCA,2021 Ranking,#59|  out of 146 in  |India 2021|#3rd in Rajasthan
138,Integral University,Overall,2024 Ranking,#36|  out of 73 in  |India 2024
138,Integral University,Overall,2023 Ranking,#203|  out of 281 in  |India 2023|#17th in Uttar Pradesh
138,Integral University,Overall,2022 Ranking,#39|  out of 62 in  |India 2022
138,Integral University,Architecture,2024 Ranking,#27|  out of 45 in  |India 2024|#5th in Uttar Pradesh
138,Integral University,Architecture,2023 Ranking,#29|  out of 40 in  |India 2023|#5th in Uttar Pradesh
138,Integral University,Architecture,2022 Ranking,#31|  out of 41 in  |India 2022|#3rd in Uttar Pradesh
138,Integral University,Commerce,2024 Ranking,-
138,Integral University,Commerce,2023 Ranking,-
138,Integral University,Commerce,2022 Ranking,#181|  out of 212 in  |India 2022|#6th in Uttar Pradesh
138,Integral University,Computer Applications,2024 Ranking,#76|  out of 167 in  |India 2024|#6th in Uttar Pradesh
138,Integral University,Computer Applications,2023 Ranking,#77|  out of 170 in  |India 2023|#7th in Uttar Pradesh
138,Integral University,Computer Applications,2022 Ranking,#88|  out of 149 in  |India 2022|#7th in Uttar Pradesh
138,Integral University,B.Tech,2024 Ranking,#189|  out of 284 in  |India 2024|#16th in Uttar Pradesh
138,Integral University,B.Tech,2023 Ranking,#170|  out of 246 in  |India 2023
138,Integral University,B.Tech,2022 Ranking,#163|  out of 238 in  |India 2022
138,Integral University,Law,2024 Ranking,#48|  out of 66 in  |India 2024|#9th in Uttar Pradesh
138,Integral University,Law,2023 Ranking,#52|  out of 70 in  |India 2023|#11th in Uttar Pradesh
138,Integral University,Law,2022 Ranking,-
138,Integral University,MBA,2024 Ranking,#226|  out of 275 in  |India 2024
138,Integral University,MBA,2023 Ranking,-
138,Integral University,MBA,2022 Ranking,-
138,Integral University,Medical,2024 Ranking,#55|  out of 55 in  |India 2024|#6th in Uttar Pradesh
138,Integral University,Medical,2023 Ranking,#55|  out of 57 in  |India 2023|#6th in Uttar Pradesh
138,Integral University,Medical,2022 Ranking,-
138,Integral University,Science,2024 Ranking,#115|  out of 211 in  |India 2024|#5th in Uttar Pradesh
138,Integral University,Science,2023 Ranking,-
138,Integral University,Science,2022 Ranking,-
138,Integral University,BBA/BMS,2024 Ranking,#107|  out of 211 in  |India 2024|#32nd in Uttar Pradesh
138,Integral University,BBA/BMS,2023 Ranking,-
138,Integral University,BBA/BMS,2022 Ranking,#167|  out of 182 in  |India 2022
139,Vellore Institute of Technology - [VIT],No data found,No data found,No data found
140,K L University - [KLH],No data found,No data found,No data found
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Overall,2024 Ranking,#13|  out of 73 in  |India 2024
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Overall,2023 Ranking,#13|  out of 69 in  |India 2023
141,Manav Rachna International Institute of Research and Studies - [MRIIRS],Overall,2022 Ranking,#13|  out of 62 in  |India 2022
142,Pandit Deendayal Energy University - [PDEU],Overall,2024 Ranking,#101-150|  out of 200 in  |India 2024
142,Pandit Deendayal Energy University - [PDEU],Overall,2023 Ranking,#151|  out of 200 in  |India 2023
142,Pandit Deendayal Energy University - [PDEU],Overall,2022 Ranking,#101-150|  out of 200 in  |India 2022
142,Pandit Deendayal Energy University - [PDEU],B.Tech,2024 Ranking,#101-150|  out of 300 in  |India 2024|#3rd in Gujarat
142,Pandit Deendayal Energy University - [PDEU],B.Tech,2023 Ranking,#101-151|  out of 200 in  |India 2023|#3rd in Gujarat
142,Pandit Deendayal Energy University - [PDEU],B.Tech,2022 Ranking,#106|  out of 300 in  |India 2022|#3rd in Gujarat
142,Pandit Deendayal Energy University - [PDEU],MBA,2024 Ranking,#89|  out of 125 in  |India 2024|#5th in Gujarat
142,Pandit Deendayal Energy University - [PDEU],MBA,2023 Ranking,#94|  out of 125 in  |India 2023|#5th in Gujarat
142,Pandit Deendayal Energy University - [PDEU],MBA,2022 Ranking,#89|  out of 125 in  |India 2022|#5th in Gujarat
143,Alliance University,B.Tech,2024 Ranking,-
143,Alliance University,B.Tech,2023 Ranking,-
143,Alliance University,B.Tech,2022 Ranking,#251-300|  out of 300 in  |India 2022|#13th in Bangalore
143,Alliance University,Law,2024 Ranking,#18|  out of 39 in  |India 2024|#3rd in Bangalore
143,Alliance University,Law,2023 Ranking,#25|  out of 30 in  |India 2023|#3rd in Bangalore
143,Alliance University,Law,2022 Ranking,-
143,Alliance University,MBA,2024 Ranking,#71|  out of 125 in  |India 2024|#3rd in Bangalore
143,Alliance University,MBA,2023 Ranking,#87|  out of 125 in  |India 2023|#4th in Bangalore
143,Alliance University,MBA,2022 Ranking,#98|  out of 125 in  |India 2022|#4th in Bangalore
144,"Pandit Deendayal Energy University, School of Technology - [PDEU SOT]",MBA,2022 Ranking,#22|  out of 120 in  |India 2022
144,"Pandit Deendayal Energy University, School of Technology - [PDEU SOT]",MBA,2020 Ranking,#64|  out of 155 in  |India 2020
145,Amity University,Overall,2024 Ranking,#46|  out of 73 in  |India 2024
145,Amity University,MBA,2024 Ranking,#112|  out of 275 in  |India 2024
146,VIT Bhopal University,Overall,2024 Ranking,#57|  out of 160 in  |India 2024
146,VIT Bhopal University,Overall,2023 Ranking,#95|  out of 171 in  |India 2023
146,VIT Bhopal University,Overall,2022 Ranking,#105|  out of 161 in  |India 2022
147,Acharya Institute of Technology - [AIT],B.Tech,2024 Ranking,#78|  out of 173 in  |India 2024
147,Acharya Institute of Technology - [AIT],B.Tech,2023 Ranking,#81|  out of 166 in  |India 2023
147,Acharya Institute of Technology - [AIT],B.Tech,2022 Ranking,#70|  out of 173 in  |India 2022
148,MVJ College of Engineering - [MVJCE],B.Tech,2020 Ranking,#59|  out of 254 in  |India 2020|#3rd in Bangalore
149,DIT University - [DIT],B.Tech,2020 Ranking,#84|  out of 254 in  |India 2020|#2nd in Uttarakhand
150,Bharath University - Bharath Institute of Higher Education and Research - [BIHER],MBA,2024 Ranking,#115|  out of 275 in  |India 2024
150,Bharath University - Bharath Institute of Higher Education and Research - [BIHER],MBA,2023 Ranking,#113|  out of 272 in  |India 2023|#4th in Chennai
150,Bharath University - Bharath Institute of Higher Education and Research - [BIHER],MBA,2022 Ranking,#127|  out of 281 in  |India 2022|#30th in Tamil Nadu
151,GLA University,Overall,2024 Ranking,#16|  out of 73 in  |India 2024
151,GLA University,Overall,2023 Ranking,#20|  out of 69 in  |India 2023
151,GLA University,Overall,2022 Ranking,#19|  out of 62 in  |India 2022
151,GLA University,Computer Applications,2024 Ranking,-
151,GLA University,Computer Applications,2023 Ranking,#84|  out of 170 in  |India 2023|#9th in Uttar Pradesh
151,GLA University,Computer Applications,2022 Ranking,-
151,GLA University,B.Tech,2024 Ranking,#88|  out of 284 in  |India 2024|#11th in Uttar Pradesh
151,GLA University,B.Tech,2023 Ranking,-
151,GLA University,B.Tech,2022 Ranking,-
152,J.S. University - [JSU],No data found,No data found,No data found
153,Amity University,Overall,2024 Ranking,#47|  out of 73 in  |India 2024
153,Amity University,Overall,2023 Ranking,#109|  out of 281 in  |India 2023|#5th in Mumbai
153,Amity University,Overall,2022 Ranking,#48|  out of 62 in  |India 2022
153,Amity University,Architecture,2024 Ranking,#35|  out of 45 in  |India 2024|#2nd in Mumbai
153,Amity University,Architecture,2023 Ranking,#37|  out of 40 in  |India 2023|#2nd in Mumbai
153,Amity University,Architecture,2022 Ranking,-
153,Amity University,B.Tech,2024 Ranking,#101|  out of 284 in  |India 2024|#5th in Mumbai
153,Amity University,B.Tech,2023 Ranking,#78|  out of 246 in  |India 2023
153,Amity University,B.Tech,2022 Ranking,#86|  out of 238 in  |India 2022
153,Amity University,Law,2024 Ranking,#44|  out of 66 in  |India 2024|#2nd in Mumbai
153,Amity University,Law,2023 Ranking,#50|  out of 70 in  |India 2023|#3rd in Mumbai
153,Amity University,Law,2022 Ranking,-
153,Amity University,Mass Communications,2024 Ranking,#35|  out of 55 in  |India 2024|#4th in Mumbai
153,Amity University,Mass Communications,2023 Ranking,#38|  out of 55 in  |India 2023|#4th in Mumbai
153,Amity University,Mass Communications,2022 Ranking,-
153,Amity University,Fashion Design,2024 Ranking,#30|  out of 56 in  |India 2024|#2nd in Mumbai
153,Amity University,Fashion Design,2023 Ranking,#35|  out of 51 in  |India 2023|#2nd in Mumbai
153,Amity University,Fashion Design,2022 Ranking,-
154,NIMS University,Overall,2024 Ranking,#151-200|  out of 200 in  |India 2024|#6th in Rajasthan
154,NIMS University,Overall,2022 Ranking,#151-200|  out of 200 in  |India 2022|#6th in Rajasthan
154,NIMS University,Overall,2021 Ranking,#151-200|  out of 200 in  |India 2021|#5th in Rajasthan
155,"Vels Institute of Science, Technology & Advanced Studies",Overall,2024 Ranking,#21|  out of 73 in  |India 2024
155,"Vels Institute of Science, Technology & Advanced Studies",Overall,2023 Ranking,#198|  out of 281 in  |India 2023|#11th in Chennai
155,"Vels Institute of Science, Technology & Advanced Studies",Overall,2022 Ranking,#22|  out of 62 in  |India 2022
155,"Vels Institute of Science, Technology & Advanced Studies",Arts,2024 Ranking,#131|  out of 186 in  |India 2024|#13th in Chennai
155,"Vels Institute of Science, Technology & Advanced Studies",Arts,2023 Ranking,#131|  out of 173 in  |India 2023|#12th in Chennai
155,"Vels Institute of Science, Technology & Advanced Studies",Arts,2022 Ranking,#139|  out of 171 in  |India 2022|#12th in Chennai
155,"Vels Institute of Science, Technology & Advanced Studies",Commerce,2024 Ranking,#163|  out of 229 in  |India 2024|#14th in Chennai
155,"Vels Institute of Science, Technology & Advanced Studies",Commerce,2023 Ranking,#173|  out of 225 in  |India 2023|#14th in Chennai
155,"Vels Institute of Science, Technology & Advanced Studies",Commerce,2022 Ranking,#182|  out of 212 in  |India 2022|#14th in Chennai
